total_fwd_packets,total_bwd_packets,fwd_bytes,bwd_bytes,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_mean,pkt_len_mean,pkt_len_std,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,duration,flow_bytes_per_sec,flow_packets_per_sec,syn_count,rst_count,ack_count,psh_count,fin_count,destination_port,label
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00043892860412597656,0.0,0.00043892860412597656,0.00043892860412597656,0.0004,291619.1808799565,4556.549701249321,1,1,1,0,0,681,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005390644073486328,0.0,0.0005390644073486328,0.0005390644073486328,0.0005,237448.43520566123,3710.1318000884567,1,1,1,0,0,784,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006010532379150391,0.0,0.0006010532379150391,0.0006010532379150391,0.0006,212959.50495834986,3327.4922649742166,1,1,1,0,0,343,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005221366882324219,0.0,0.0005221366882324219,0.0005221366882324219,0.0005,245146.53515981734,3830.414611872146,1,1,1,0,0,823,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0004868507385253906,0.0,0.0004868507385253906,0.0004868507385253906,0.0005,262914.25661116553,4108.035259549461,1,1,1,0,0,878,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007641315460205078,0.0,0.0007641315460205078,0.0007641315460205078,0.0008,167510.42496099844,2617.3503900156006,1,1,1,0,0,99,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007290840148925781,0.0,0.0007290840148925781,0.0007290840148925781,0.0007,175562.75735775018,2743.1680837148465,1,1,1,0,0,452,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.000720977783203125,0.0,0.000720977783203125,0.000720977783203125,0.0007,177536.67724867724,2774.010582010582,1,1,1,0,0,209,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006158351898193359,0.0,0.0006158351898193359,0.0006158351898193359,0.0006,207847.8172667441,3247.6221447928765,1,1,1,0,0,240,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006401538848876953,0.0,0.0006401538848876953,0.0006401538848876953,0.0006,199951.92253258845,3124.2487895716945,1,1,1,0,0,253,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005950927734375,0.0,0.0005950927734375,0.0005950927734375,0.0006,215092.5128205128,3360.8205128205127,1,1,1,0,0,285,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005910396575927734,0.0,0.0005910396575927734,0.0005910396575927734,0.0006,216567.5320693828,3383.8676885841064,1,1,1,0,0,230,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005941390991210938,0.0,0.0005941390991210938,0.0005941390991210938,0.0006,215437.76565008025,3366.215088282504,1,1,1,0,0,523,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008471012115478516,0.0,0.0008471012115478516,0.0008471012115478516,0.0008,151103.54967632986,2360.992963692654,1,1,1,0,0,409,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008420944213867188,0.0,0.0008420944213867188,0.0008420944213867188,0.0008,152001.95696489242,2375.030577576444,1,1,1,0,0,688,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007519721984863281,0.0,0.0007519721984863281,0.0007519721984863281,0.0008,170219.05897273304,2659.6727964489537,1,1,1,0,0,318,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007719993591308594,0.0,0.0007719993591308594,0.0007719993591308594,0.0008,165803.24644842496,2590.67572575664,1,1,1,0,0,116,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006930828094482422,0.0,0.0006930828094482422,0.0006930828094482422,0.0007,184682.11627106983,2885.658066735466,1,1,1,0,0,498,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006549358367919922,0.0,0.0006549358367919922,0.0006549358367919922,0.0007,195438.99235529668,3053.7342555515106,1,1,1,0,0,384,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006580352783203125,0.0,0.0006580352783203125,0.0006580352783203125,0.0007,194518.4463768116,3039.350724637681,1,1,1,0,0,420,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006060600280761719,0.0,0.0006060600280761719,0.0006060600280761719,0.0006,211200.2014162077,3300.0031471282455,1,1,1,0,0,710,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005791187286376953,0.0,0.0005791187286376953,0.0005791187286376953,0.0006,221025.4886784685,3453.5232606010704,1,1,1,0,0,469,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006039142608642578,0.0,0.0006039142608642578,0.0006039142608642578,0.0006,211950.61666008685,3311.728385313857,1,1,1,0,0,134,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0002560615539550781,0.0,0.0002560615539550781,0.0002560615539550781,0.0003,499879.80633147113,7810.621973929236,1,1,1,0,0,383,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0003650188446044922,0.0,0.0003650188446044922,0.0003650188446044922,0.0004,350666.826910516,5479.169170476813,1,1,1,0,0,879,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00039887428283691406,0.0,0.00039887428283691406,0.00039887428283691406,0.0004,320903.1153616258,5014.111177525403,1,1,1,0,0,258,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0003628730773925781,0.0,0.0003628730773925781,0.0003628730773925781,0.0004,352740.4152431012,5511.568988173456,1,1,1,0,0,202,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00037097930908203125,0.0,0.00037097930908203125,0.00037097930908203125,0.0004,345032.71979434445,5391.136246786632,1,1,1,0,0,815,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0003960132598876953,0.0,0.0003960132598876953,0.0003960132598876953,0.0004,323221.5003010235,5050.335942203492,1,1,1,0,0,766,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00038909912109375,0.0,0.00038909912109375,0.00038909912109375,0.0004,328965.01960784313,5140.078431372549,1,1,1,0,0,748,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00036406517028808594,0.0,0.00036406517028808594,0.00036406517028808594,0.0004,351585.40406024887,5493.521938441389,1,1,1,0,0,637,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0003719329833984375,0.0,0.0003719329833984375,0.0003719329833984375,0.0004,344148.0205128205,5377.3128205128205,1,1,1,0,0,711,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0003311634063720703,0.0,0.0003311634063720703,0.0003311634063720703,0.0003,386516.13534917205,6039.314614830813,1,1,1,0,0,885,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0003731250762939453,0.0,0.0003731250762939453,0.0003731250762939453,0.0004,343048.50607028755,5360.132907348243,1,1,1,0,0,302,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0003440380096435547,0.0,0.0003440380096435547,0.0003440380096435547,0.0003,372051.91406791407,5813.311157311157,1,1,1,0,0,612,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006129741668701172,0.0,0.0006129741668701172,0.0006129741668701172,0.0006,208817.9354336834,3262.780241151303,1,1,1,0,0,373,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005970001220703125,0.0,0.0005970001220703125,0.0005970001220703125,0.0006,214405.3162939297,3350.0830670926516,1,1,1,0,0,998,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005731582641601562,0.0,0.0005731582641601562,0.0005731582641601562,0.0006,223324.00665557405,3489.4376039933445,1,1,1,0,0,613,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005350112915039062,0.0,0.0005350112915039062,0.0005350112915039062,0.0005,239247.28698752227,3738.2388591800354,1,1,1,0,0,279,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005159378051757812,0.0,0.0005159378051757812,0.0005159378051757812,0.0005,248091.91866913124,3876.4362292051756,1,1,1,0,0,461,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0004830360412597656,0.0,0.0004830360412597656,0.0004830360412597656,0.0005,264990.57847976306,4140.477788746298,1,1,1,0,0,223,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0004999637603759766,0.0,0.0004999637603759766,0.0004999637603759766,0.0005,256018.55603242727,4000.289938006676,1,1,1,0,0,332,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006909370422363281,0.0,0.0006909370422363281,0.0006909370422363281,0.0007,185255.66321601105,2894.6197377501726,1,1,1,0,0,413,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0004870891571044922,0.0,0.0004870891571044922,0.0004870891571044922,0.0005,262785.5663240333,4106.02447381302,1,1,1,0,0,97,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006229877471923828,0.0,0.0006229877471923828,0.0006229877471923828,0.0006,205461.50478377345,3210.33601224646,1,1,1,0,0,341,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006740093231201172,0.0,0.0006740093231201172,0.0006740093231201172,0.0007,189908.35231694375,2967.318004952246,1,1,1,0,0,408,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006170272827148438,0.0,0.0006170272827148438,0.0006170272827148438,0.0006,207446.25656877898,3241.3477588871715,1,1,1,0,0,968,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006129741668701172,0.0,0.0006129741668701172,0.0006129741668701172,0.0006,208817.9354336834,3262.780241151303,1,1,1,0,0,502,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00029397010803222656,0.0,0.00029397010803222656,0.00029397010803222656,0.0003,435418.4201135442,6803.412814274128,1,1,1,0,0,804,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005400180816650391,0.0,0.0005400180816650391,0.0005400180816650391,0.0005,237029.10022075055,3703.5796909492274,1,1,1,0,0,166,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005290508270263672,0.0,0.0005290508270263672,0.0005290508270263672,0.0005,241942.72735466427,3780.355114916629,1,1,1,0,0,954,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005278587341308594,0.0,0.0005278587341308594,0.0005278587341308594,0.0005,242489.12014453477,3788.8925022583558,1,1,1,0,0,781,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005190372467041016,0.0,0.0005190372467041016,0.0005190372467041016,0.0005,246610.4327055581,3853.2880110243455,1,1,1,0,0,472,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005359649658203125,0.0,0.0005359649658203125,0.0005359649658203125,0.0005,238821.58007117437,3731.5871886120995,1,1,1,0,0,126,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005228519439697266,0.0,0.0005228519439697266,0.0005228519439697266,0.0005,244811.17738258094,3825.174646602827,1,1,1,0,0,40,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008268356323242188,0.0,0.0008268356323242188,0.0008268356323242188,0.0008,154807.06805074972,2418.8604382929643,1,1,1,0,0,965,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.000782012939453125,0.0,0.000782012939453125,0.000782012939453125,0.0008,163680.15609756098,2557.5024390243902,1,1,1,0,0,604,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006978511810302734,0.0,0.0006978511810302734,0.0006978511810302734,0.0007,183420.19542193372,2865.9405534677144,1,1,1,0,0,639,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006849765777587891,0.0,0.0006849765777587891,0.0006849765777587891,0.0007,186867.7034458754,2919.807866341803,1,1,1,0,0,84,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007271766662597656,0.0,0.0007271766662597656,0.0007271766662597656,0.0007,176023.24983606557,2750.3632786885246,1,1,1,0,0,382,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006721019744873047,0.0,0.0006721019744873047,0.0006721019744873047,0.0007,190447.29052855622,2975.738914508691,1,1,1,0,0,905,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0004849433898925781,0.0,0.0004849433898925781,0.0004849433898925781,0.0005,263948.3343166175,4124.192723697149,1,1,1,0,0,961,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007541179656982422,0.0,0.0007541179656982422,0.0007541179656982422,0.0008,169734.71767309518,2652.104963642112,1,1,1,0,0,464,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0009160041809082031,0.0,0.0009160041809082031,0.0009160041809082031,0.0009,139737.35346173868,2183.396147839667,1,1,1,0,0,736,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.000885009765625,0.0,0.000885009765625,0.000885009765625,0.0009,144631.1724137931,2259.862068965517,1,1,1,0,0,60,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008320808410644531,0.0,0.0008320808410644531,0.0008320808410644531,0.0008,153831.20687679082,2403.6126074498566,1,1,1,0,0,841,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008599758148193359,0.0,0.0008599758148193359,0.0008599758148193359,0.0009,148841.3950651511,2325.646797892986,1,1,1,0,0,625,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008249282836914062,0.0,0.0008249282836914062,0.0008249282836914062,0.0008,155165.0034682081,2424.4531791907516,1,1,1,0,0,467,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007920265197753906,0.0,0.0007920265197753906,0.0007920265197753906,0.0008,161610.75015051174,2525.167971101746,1,1,1,0,0,500,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007369518280029297,0.0,0.0007369518280029297,0.0007369518280029297,0.0007,173688.421869945,2713.881591717891,1,1,1,0,0,56,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008289813995361328,0.0,0.0008289813995361328,0.0008289813995361328,0.0008,154406.35950532067,2412.5993672706354,1,1,1,0,0,117,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008039474487304688,0.0,0.0008039474487304688,0.0008039474487304688,0.0008,159214.38671411626,2487.7247924080666,1,1,1,0,0,921,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007669925689697266,0.0,0.0007669925689697266,0.0007669925689697266,0.0008,166885.5803543674,2607.587193036991,1,1,1,0,0,18,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008878707885742188,0.0,0.0008878707885742188,0.0008878707885742188,0.0009,144165.12137486573,2252.580021482277,1,1,1,0,0,549,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007081031799316406,0.0,0.0007081031799316406,0.0007081031799316406,0.0007,180764.61683501684,2824.447138047138,1,1,1,0,0,301,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007278919219970703,0.0,0.0007278919219970703,0.0007278919219970703,0.0007,175850.28234523418,2747.660661644284,1,1,1,0,0,675,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007259845733642578,0.0,0.0007259845733642578,0.0007259845733642578,0.0007,176312.28637110017,2754.87947454844,1,1,1,0,0,109,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0007557868957519531,0.0,0.0007557868957519531,0.0007557868957519531,0.0008,169359.909148265,2646.2485804416406,1,1,1,0,0,360,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008399486541748047,0.0,0.0008399486541748047,0.0008399486541748047,0.0008,152390.26738575078,2381.097927902356,1,1,1,0,0,726,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008428096771240234,0.0,0.0008428096771240234,0.0008428096771240234,0.0008,151872.9595473833,2373.014992927864,1,1,1,0,0,29,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008790493011474609,0.0,0.0008790493011474609,0.0008790493011474609,0.0009,145611.85570924872,2275.185245457011,1,1,1,0,0,601,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008819103240966797,0.0,0.0008819103240966797,0.0008819103240966797,0.0009,145139.4733711814,2267.8042714247094,1,1,1,0,0,940,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008490085601806641,0.0,0.0008490085601806641,0.0008490085601806641,0.0008,150764.08649255827,2355.688851446223,1,1,1,0,0,607,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008649826049804688,0.0,0.0008649826049804688,0.0008649826049804688,0.0009,147979.85446527012,2312.1852260198457,1,1,1,0,0,797,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.00090789794921875,0.0,0.00090789794921875,0.00090789794921875,0.0009,140985.00840336134,2202.890756302521,1,1,1,0,0,283,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0013799667358398438,0.0,0.0013799667358398438,0.0013799667358398438,0.0014,92755.85901865929,1449.3102971665514,1,1,1,0,0,536,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0013699531555175781,0.0,0.0013699531555175781,0.0013699531555175781,0.0014,93433.8517229377,1459.9039331709016,1,1,1,0,0,617,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0010819435119628906,0.0,0.0010819435119628906,0.0010819435119628906,0.0011,118305.62185985016,1848.5253415601587,1,1,1,0,0,689,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.001094818115234375,0.0,0.001094818115234375,0.001094818115234375,0.0011,116914.39721254355,1826.787456445993,1,1,1,0,0,957,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0010750293731689453,0.0,0.0010750293731689453,0.0010750293731689453,0.0011,119066.51408294521,1860.414282546019,1,1,1,0,0,127,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0010662078857421875,0.0,0.0010662078857421875,0.0010662078857421875,0.0011,120051.63506261181,1875.8067978533095,1,1,1,0,0,694,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0010411739349365234,0.0,0.0010411739349365234,0.0010411739349365234,0.001,122938.15250744218,1920.908632928784,1,1,1,0,0,349,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0011148452758789062,0.0,0.0011148452758789062,0.0011148452758789062,0.0011,114814.13857998289,1793.9709153122326,1,1,1,0,0,916,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0011258125305175781,0.0,0.0011258125305175781,0.0011258125305175781,0.0011,113695.6611605252,1776.4947056332062,1,1,1,0,0,616,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0010979175567626953,0.0,0.0010979175567626953,0.0010979175567626953,0.0011,116584.3457111835,1821.6304017372422,1,1,1,0,0,450,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0010540485382080078,0.0,0.0010540485382080078,0.0010540485382080078,0.0011,121436.53291110609,1897.4458267360326,1,1,1,0,0,385,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0010738372802734375,0.0,0.0010738372802734375,0.0010738372802734375,0.0011,119198.69271758437,1862.4795737122558,1,1,1,0,0,692,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0010068416595458984,0.0,0.0010068416595458984,0.0010068416595458984,0.001,127130.2183282027,1986.4096613781671,1,1,1,0,0,15,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.000982046127319336,0.0,0.000982046127319336,0.000982046127319336,0.001,130340.10973537267,2036.564214615198,1,1,1,0,0,724,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0009160041809082031,0.0,0.0009160041809082031,0.0009160041809082031,0.0009,139737.35346173868,2183.396147839667,1,1,1,0,0,539,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008940696716308594,0.0,0.0008940696716308594,0.0008940696716308594,0.0009,143165.57653333334,2236.9621333333334,1,1,1,0,0,323,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0013110637664794922,0.0,0.0013110637664794922,0.0013110637664794922,0.0013,97630.6441171122,1525.478814329878,1,1,1,0,0,194,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0012969970703125,0.0,0.0012969970703125,0.0012969970703125,0.0013,98689.50588235294,1542.0235294117647,1,1,1,0,0,248,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0012869834899902344,0.0,0.0012869834899902344,0.0012869834899902344,0.0013,99457.37532419414,1554.0214894405335,1,1,1,0,0,359,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0012440681457519531,0.0,0.0012440681457519531,0.0012440681457519531,0.0012,102888.25450364125,1607.6289766193945,1,1,1,0,0,456,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.001233816146850586,0.0,0.001233816146850586,0.001233816146850586,0.0012,103743.17140096618,1620.9870531400966,1,1,1,0,0,233,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0011949539184570312,0.0,0.0011949539184570312,0.0011949539184570312,0.0012,107117.10135674382,1673.7047086991222,1,1,1,0,0,682,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0012099742889404297,0.0,0.0012099742889404297,0.0012099742889404297,0.0012,105787.3718226601,1652.9276847290641,1,1,1,0,0,83,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0012030601501464844,0.0,0.0012030601501464844,0.0012030601501464844,0.0012,106395.34522393976,1662.4272691240587,1,1,1,0,0,235,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0011789798736572266,0.0,0.0011789798736572266,0.0011789798736572266,0.0012,108568.43518705764,1696.3817997977756,1,1,1,0,0,909,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0011949539184570312,0.0,0.0011949539184570312,0.0011949539184570312,0.0012,107117.10135674382,1673.7047086991222,1,1,1,0,0,421,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0011000633239746094,0.0,0.0011000633239746094,0.0011000633239746094,0.0011,116356.93801473775,1818.0771564802774,1,1,1,0,0,917,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0010831356048583984,0.0,0.0010831356048583984,0.0010831356048583984,0.0011,118175.41536429671,1846.4908650671362,1,1,1,0,0,28,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0008420944213867188,0.0,0.0008420944213867188,0.0008420944213867188,0.0008,152001.95696489242,2375.030577576444,1,1,1,0,0,773,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005679130554199219,0.0,0.0005679130554199219,0.0005679130554199219,0.0006,225386.61293031066,3521.665827036104,1,1,1,0,0,859,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005631446838378906,0.0,0.0005631446838378906,0.0005631446838378906,0.0006,227295.0516511431,3551.485182049111,1,1,1,0,0,225,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005891323089599609,0.0,0.0005891323089599609,0.0005891323089599609,0.0006,217268.68150546338,3394.8231485228653,1,1,1,0,0,353,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005869865417480469,0.0,0.0005869865417480469,0.0005869865417480469,0.0006,218062.92120227456,3407.23314378554,1,1,1,0,0,215,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005950927734375,0.0,0.0005950927734375,0.0005950927734375,0.0006,215092.5128205128,3360.8205128205127,1,1,1,0,0,950,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006299018859863281,0.0,0.0006299018859863281,0.0006299018859863281,0.0006,203206.24981074943,3175.09765329296,1,1,1,0,0,158,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006110668182373047,0.0,0.0006110668182373047,0.0006110668182373047,0.0006,209469.72766289505,3272.964494732735,1,1,1,0,0,930,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005900859832763672,0.0,0.0005900859832763672,0.0005900859832763672,0.0006,216917.5402020202,3389.3365656565657,1,1,1,0,0,699,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006039142608642578,0.0,0.0006039142608642578,0.0006039142608642578,0.0006,211950.61666008685,3311.728385313857,1,1,1,0,0,6,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0005710124969482422,0.0,0.0005710124969482422,0.0005710124969482422,0.0006,224163.22004175367,3502.550313152401,1,1,1,0,0,281,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006248950958251953,0.0,0.0006248950958251953,0.0006248950958251953,0.0006,204834.38077069822,3200.5371995421597,1,1,1,0,0,519,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006301403045654297,0.0,0.0006301403045654297,0.0006301403045654297,0.0006,203129.36511539918,3173.896329928112,1,1,1,0,0,316,scan
1,1,74,54,74,74,74.0,0.0,54,54.0,64.0,14.142135623730951,0.0006480216979980469,0.0,0.0006480216979980469,0.0006480216979980469,0.0006,197524.2501839588,3086.316409124356,1,1,1,0,0,730,scan
